831530.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7300,-3.5400
831552.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5300
831556.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5300
831611.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5200
831633.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5400
831638.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7400,-3.5100
831692.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7200,-3.5100
831714.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7400,-3.5400
831720.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5100
831773.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7400,-3.5100
831797.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5300
831803.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7400,-3.5400
831856.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7200,-3.5300
831879.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5100
831884.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5100
831938.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5100
831961.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7100,-3.5400
831965.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7100,-3.5400
832041.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7100,-3.5100
832045.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7100,-3.5100
832120.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5100
832125.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5100
832179.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7400,-3.5100
832202.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5200
832206.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5200
832260.0000,16.5000,-62.9375,141.3750,-8.7100,-2.7400,-3.5200
832283.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7300,-3.5400
832287.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7300,-3.5400
832342.0000,16.5000,-62.9375,141.3750,-8.7100,-2.7200,-3.5300
832364.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7300,-3.5500
832368.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7300,-3.5500
832423.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7300,-3.5100
832445.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7300,-3.5300
832449.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7300,-3.5300
832505.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7200,-3.5300
832526.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5100
832532.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7200,-3.5400
832606.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7100,-3.5200
832610.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7100,-3.5200
832686.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7300,-3.5700
832691.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7300,-3.5700
832766.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5100
832770.0000,16.5000,-62.9375,141.3750,-8.7200,-2.7200,-3.5100
832825.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5200
832847.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7300,-3.5400
832851.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7300,-3.5400
832906.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7100,-3.5200
832928.0000,16.5000,-62.9375,141.3750,-8.7300,-2.7200,-3.5400
832934.0000,16.5000,-62.9375,141.3750,-8.7400,-2.7200,-3.5500
