1233422.0000,238.1875,40.3125,118.2500,6.3500,-6.5700,-3.5800
1233426.0000,238.1875,40.3125,118.2500,6.3500,-6.5700,-3.5800
1233481.0000,238.1875,40.3125,118.2500,6.3500,-6.5900,-3.5700
1233503.0000,238.1875,40.3125,118.2500,6.3500,-6.5800,-3.5800
1233508.0000,238.1875,40.3125,118.2500,6.3300,-6.5900,-3.5500
1233583.0000,238.1875,40.3125,118.2500,6.3200,-6.6200,-3.5500
1233587.0000,238.1875,40.3125,118.2500,6.3100,-6.6100,-3.5900
1233643.0000,238.1875,40.3125,118.2500,6.3200,-6.5600,-3.5200
1233665.0000,238.1875,40.3125,118.2500,6.4300,-6.6100,-3.5600
1233671.0000,238.1875,40.3125,118.2500,6.3900,-6.6100,-3.5900
1233724.0000,238.1875,40.3125,118.2500,6.3300,-6.5700,-3.5100
1233748.0000,238.1875,40.3125,118.2500,6.3300,-6.5600,-3.6400
1233753.0000,238.1875,40.3125,118.2500,6.3300,-6.5600,-3.6400
1233807.0000,238.1875,40.3125,118.2500,6.3400,-6.6000,-3.5500
1233831.0000,238.1875,40.3125,118.2500,6.3200,-6.5800,-3.5600
1233835.0000,238.1875,40.3125,118.2500,6.3200,-6.5800,-3.5600
1233911.0000,238.1875,40.2500,118.2500,6.3000,-6.6000,-3.5500
1233915.0000,238.1875,40.2500,118.2500,6.3000,-6.6000,-3.5500
1233970.0000,238.1875,40.2500,118.2500,6.3400,-6.5800,-3.5600
1234050.0000,238.1875,40.2500,118.2500,6.3000,-6.6100,-3.5200
1234073.0000,238.1875,40.2500,118.2500,6.2900,-6.6300,-3.5500
1234077.0000,238.1875,40.2500,118.2500,6.2900,-6.6300,-3.5500
1234133.0000,238.1875,40.2500,118.2500,6.3200,-6.6100,-3.5400
1234155.0000,238.1875,40.2500,118.2500,6.3100,-6.5800,-3.5600
1234159.0000,238.1875,40.2500,118.2500,6.3500,-6.5900,-3.5700
1234214.0000,238.1875,40.2500,118.2500,6.3400,-6.6200,-3.5200
