-2946.28430286318,6852.009035434715
-2859.3498755772457,6903.278035088192
-2952.089606724679,6801.892213141168
-2994.9541153345303,6781.988874623044
-2953.3851056176595,6805.976208482175
-2957.27214710864,6816.183885092929
-2951.952308624654,6829.077522517983
-2952.849004248976,6807.298041930354
-2906.3280618496465,6857.418326457563
-2953.990043247305,6830.139968139652
-2973.9993961260957,6789.500690202516
-2885.720639908315,6893.943354396261
-2919.3114935926474,6835.891460719482
-2969.1453772125697,6802.575782442368
-2951.5644986367433,6796.887267167606
-2971.9704135983297,6813.9966246718495
-2973.1060119629833,6812.30001473708
-2955.5487537514905,6804.461936957051
-2853.8621929033166,6916.095485260567
-2936.1821400666686,6824.508598318381
-3003.582622284795,6780.701448945139
-2916.22145002515,6854.262377332195
-2899.047724667329,6869.36988256248
-2910.463366610177,6851.960683140076
-2939.278217112427,6811.166863459166
-2927.9816208504485,6837.444414847999
-2930.28227984581,6846.276982051238
-2873.995669030314,6903.538439247749
-2909.4837805940565,6920.470851893208
-2971.3600804715143,6788.692443019583
-3000.9627952584256,6764.533116178313
-2910.271358050014,6878.324720981573
-2944.600639369046,6781.165770895419
-2924.3360055576322,6828.285662433522
-2909.7936276951204,6871.60777399765
-2951.8840317991812,6794.285779329592
-2914.6835211991634,6846.578030522274
-2909.025133475425,6850.813254137764
-2946.991344408924,6810.98564825614
-2982.419698906286,6783.06517926406
-2937.446421133912,6827.968294410884
-2929.9900076256386,6838.309555439613
-2936.2888404216683,6855.81900116138
-2942.875996806592,6814.200751505523
-2905.137025317631,6877.139554232536
-2937.8295249319985,6834.170093753046
-2890.3816904271353,6845.584702323905
-2966.16570519158,6785.596674985487
-2808.278170191708,6989.837044219332
-3037.5007900144706,6697.127513185815
-2941.99604555292,6822.277664301938
-2985.43971347273,6774.57247287856
-2969.409408479283,6768.767752223571
-2958.1549501121995,6838.65759713515
-2937.332238166049,6838.027827389396
-2954.3430067566524,6814.9562420888715
-2980.616542920905,6799.930960854067
-2922.9911380190974,6850.325977337917
-2920.6360594080065,6860.752831450945
-2892.432596213963,6894.616909355046
-2940.1683254021345,6797.858063226929
-2939.884717379989,6801.984514425557
-2948.313180597106,6850.492549990841
-2805.9673526217784,7012.221237301553
-2945.650190917477,6833.664457949231
-2898.1497799063754,6858.54228416042
-2935.1971917942888,6834.879035120262
-2909.798623950584,6862.8728110797665
-2894.711503356015,6889.852939289925
-2965.944789471859,6783.497536963296
-2928.307873178622,6815.282845336607
-2906.7277814878476,6829.898155078108
-2961.0894605258477,6808.657329788092
-2925.373854828626,6844.526631097617
-2915.6372830518617,6858.382996637407
-2871.7961158254857,6965.309220393084
-2934.7616528487615,6814.452607979537
-2972.647728021346,6791.399121934936
