5663220.0,498.0,540.0,623.0
5663240.0,490.0,533.0,616.0
5663260.0,490.0,532.0,614.0
5663280.0,492.0,533.0,616.0
5663300.0,491.0,534.0,616.0
5663320.0,496.0,538.0,622.0
5663340.0,492.0,533.0,617.0
5663360.0,494.0,536.0,620.0
5663380.0,481.0,520.0,600.0
5663400.0,491.0,533.0,615.0
5663420.0,490.0,533.0,616.0
5663440.0,492.0,533.0,616.0
5663460.0,474.0,513.0,593.0
5663480.0,496.0,537.0,622.0
5663500.0,490.0,533.0,616.0
5663520.0,491.0,533.0,615.0
5663540.0,491.0,532.0,614.0
5663560.0,492.0,533.0,616.0
5663580.0,489.0,533.0,616.0
5663600.0,497.0,539.0,623.0
5663620.0,489.0,533.0,616.0
5663640.0,491.0,532.0,615.0
5663660.0,492.0,534.0,617.0
5663680.0,491.0,533.0,616.0
5663700.0,495.0,538.0,620.0
5663720.0,494.0,538.0,621.0
5663740.0,494.0,536.0,619.0
5663760.0,482.0,522.0,602.0
5663780.0,492.0,533.0,616.0
5663800.0,491.0,534.0,616.0
5663820.0,492.0,534.0,616.0
5663840.0,477.0,515.0,596.0
5663860.0,494.0,536.0,621.0
5663880.0,490.0,533.0,616.0
5663900.0,491.0,534.0,616.0
5663920.0,492.0,532.0,615.0
5663940.0,492.0,534.0,616.0
5663960.0,473.0,512.0,593.0
5663980.0,497.0,538.0,621.0
5664000.0,491.0,534.0,617.0
5664020.0,492.0,531.0,614.0
5664040.0,492.0,532.0,616.0
5664060.0,491.0,533.0,616.0
5664080.0,494.0,536.0,620.0
5664099.0,493.0,536.0,621.0
5664119.0,493.0,535.0,619.0
5664139.0,484.0,523.0,604.0
5664159.0,492.0,533.0,615.0
5664179.0,491.0,534.0,615.0
5664199.0,492.0,533.0,616.0
5664219.0,496.0,537.0,620.0
5664239.0,495.0,536.0,621.0
5664259.0,491.0,533.0,616.0
5664279.0,492.0,533.0,615.0
5664299.0,491.0,532.0,614.0
5664319.0,492.0,533.0,615.0
5664339.0,476.0,514.0,596.0
5664359.0,496.0,537.0,621.0
5664379.0,490.0,532.0,616.0
5664399.0,491.0,533.0,615.0
5664419.0,493.0,533.0,616.0
5664439.0,492.0,533.0,616.0
5664459.0,493.0,536.0,619.0
5664479.0,493.0,537.0,620.0
5664499.0,493.0,535.0,618.0
5664519.0,485.0,523.0,605.0
5664539.0,492.0,533.0,616.0
5664559.0,491.0,533.0,615.0
5664579.0,492.0,534.0,614.0
5664599.0,496.0,536.0,620.0
5664619.0,493.0,534.0,616.0
5664639.0,490.0,533.0,616.0
5664659.0,491.0,532.0,615.0
5664679.0,506.0,548.0,631.0
5664699.0,492.0,533.0,616.0
5664719.0,496.0,537.0,621.0
5664739.0,496.0,538.0,621.0
