1862448.0,453.0,510.0,605.0
1862468.0,449.0,504.0,597.0
1862488.0,454.0,508.0,604.0
1862508.0,452.0,509.0,603.0
1862528.0,454.0,510.0,603.0
1862548.0,458.0,514.0,610.0
1862568.0,453.0,509.0,604.0
1862588.0,452.0,509.0,604.0
1862608.0,452.0,508.0,604.0
1862628.0,461.0,516.0,614.0
1862648.0,455.0,509.0,604.0
1862668.0,460.0,516.0,610.0
1862688.0,454.0,511.0,606.0
1862708.0,451.0,510.0,603.0
1862728.0,453.0,509.0,603.0
1862748.0,451.0,504.0,598.0
1862768.0,455.0,508.0,604.0
1862788.0,456.0,514.0,609.0
1862808.0,454.0,510.0,605.0
1862828.0,453.0,509.0,605.0
1862848.0,451.0,507.0,607.0
1862868.0,454.0,508.0,604.0
1862888.0,452.0,509.0,605.0
1862908.0,448.0,502.0,597.0
1862928.0,458.0,514.0,608.0
1862948.0,453.0,509.0,605.0
1862968.0,452.0,509.0,604.0
1862988.0,452.0,509.0,605.0
1863008.0,460.0,515.0,611.0
1863028.0,454.0,509.0,603.0
1863048.0,458.0,515.0,610.0
1863068.0,454.0,512.0,605.0
1863088.0,453.0,509.0,603.0
1863108.0,454.0,508.0,603.0
1863128.0,451.0,505.0,600.0
1863148.0,453.0,510.0,604.0
1863168.0,455.0,512.0,608.0
1863188.0,453.0,509.0,604.0
1863208.0,453.0,510.0,604.0
1863228.0,462.0,518.0,613.0
1863248.0,454.0,509.0,603.0
1863268.0,455.0,509.0,603.0
1863288.0,465.0,521.0,619.0
1863308.0,455.0,511.0,607.0
1863328.0,453.0,509.0,605.0
1863348.0,454.0,509.0,604.0
1863368.0,454.0,509.0,604.0
1863388.0,454.0,510.0,603.0
1863408.0,454.0,509.0,604.0
1863428.0,457.0,513.0,610.0
1863448.0,454.0,510.0,605.0
1863468.0,452.0,509.0,603.0
1863488.0,453.0,508.0,605.0
1863508.0,452.0,505.0,601.0
1863528.0,455.0,510.0,603.0
1863548.0,454.0,512.0,606.0
1863568.0,453.0,509.0,604.0
1863588.0,454.0,510.0,605.0
1863608.0,461.0,517.0,613.0
1863627.0,455.0,510.0,604.0
1863647.0,455.0,509.0,604.0
1863667.0,464.0,520.0,618.0
1863687.0,454.0,512.0,607.0
1863707.0,453.0,511.0,605.0
1863727.0,456.0,509.0,603.0
1863747.0,456.0,509.0,606.0
1863767.0,456.0,507.0,606.0
1863787.0,454.0,506.0,606.0
1863807.0,454.0,510.0,607.0
1863827.0,453.0,509.0,607.0
1863847.0,450.0,509.0,604.0
1863867.0,452.0,509.0,603.0
1863887.0,453.0,505.0,601.0
1863907.0,458.0,507.0,603.0
1863927.0,461.0,508.0,609.0
1863947.0,460.0,504.0,606.0
1863967.0,461.0,505.0,605.0
1863987.0,467.0,510.0,613.0
1864007.0,461.0,503.0,607.0
1864027.0,461.0,502.0,607.0
1864047.0,471.0,509.0,620.0
1864067.0,464.0,500.0,611.0
1864087.0,447.0,481.0,591.0
1864107.0,463.0,497.0,612.0
1864127.0,462.0,497.0,612.0
1864147.0,461.0,498.0,612.0
1864167.0,463.0,500.0,609.0
1864187.0,466.0,501.0,611.0
1864207.0,462.0,501.0,613.0
1864227.0,462.0,499.0,609.0
1864247.0,464.0,494.0,607.0
1864268.0,458.0,486.0,605.0
1864287.0,458.0,483.0,608.0
1864307.0,458.0,486.0,615.0
1864327.0,458.0,487.0,614.0
1864347.0,457.0,485.0,614.0
1864367.0,465.0,495.0,619.0
1864387.0,464.0,495.0,612.0
1864407.0,464.0,498.0,611.0
1864427.0,472.0,507.0,616.0
1864447.0,467.0,498.0,609.0
1864467.0,456.0,482.0,589.0
1864487.0,464.0,491.0,609.0
1864507.0,460.0,490.0,610.0
1864527.0,460.0,501.0,610.0
1864547.0,458.0,511.0,607.0
1864567.0,466.0,514.0,606.0
1864587.0,448.0,481.0,583.0
1864607.0,469.0,504.0,607.0
1864627.0,477.0,514.0,607.0
1864647.0,479.0,526.0,601.0
1864667.0,480.0,536.0,600.0
1864687.0,470.0,541.0,597.0
1864707.0,458.0,552.0,602.0
1864727.0,452.0,554.0,604.0
1864747.0,461.0,543.0,620.0
1864767.0,461.0,512.0,616.0
1864787.0,467.0,498.0,619.0
1864807.0,479.0,493.0,628.0
1864827.0,473.0,474.0,614.0
1864847.0,478.0,473.0,610.0
1864867.0,474.0,472.0,609.0
1864887.0,466.0,475.0,619.0
1864907.0,464.0,477.0,623.0
1864927.0,466.0,474.0,621.0
1864947.0,471.0,472.0,609.0
1864967.0,458.0,457.0,583.0
1864987.0,469.0,478.0,601.0
1865007.0,463.0,481.0,605.0
1865027.0,459.0,479.0,607.0
1865047.0,462.0,479.0,614.0
1865067.0,468.0,477.0,612.0
1865087.0,469.0,481.0,614.0
1865107.0,465.0,491.0,606.0
1865127.0,461.0,496.0,599.0
1865147.0,470.0,503.0,606.0
1865167.0,472.0,493.0,599.0
1865187.0,485.0,483.0,598.0
1865207.0,483.0,471.0,590.0
1865227.0,488.0,468.0,598.0
1865247.0,473.0,451.0,594.0
1865267.0,459.0,433.0,600.0
1865287.0,455.0,431.0,613.0
1865307.0,459.0,436.0,616.0
1865327.0,459.0,443.0,620.0
1865347.0,449.0,439.0,594.0
1865367.0,459.0,464.0,602.0
1865387.0,456.0,476.0,597.0
1865407.0,452.0,490.0,595.0
